id_shop_default;id_tax;on_sale;ecotax;quantity;minimal_quantity;wholesale_price;price;price_discounted;discount_amount;reference;weight;Currency;Ireland Stock;US Stock;In transit;In order;Timing;IDP;Model;Capacity;Color;Grade;Last purchase price in USD;Last 7 days Sales;
1;84;1;;0;1;125.01;139.00;;;21-D7167;0.27;1.23200;0;0;0;0;;19515;iPhone 6;16;Silver;Grade D;125.00;0;
1;84;1;;0;1;174.62;195.00;;;21-A7135;0.27;1.23200;0;0;0;0;;19276;iPhone 6;16;Grey;Grade A;209.00;30;
1;84;1;;5;1;134.18;160.00;;;21-B7147;0.27;1.23200;2;0;3;0;;58245;iPhone 6;16;Grey;Grade B;172.00;0;
1;84;1;;857;1;134.18;155.00;;;21-C7159;0.27;1.23200;119;50;53;635;2018-02-26;13454;iPhone 6;16;Grey;Grade C;172.00;216;
1;84;1;;73;1;134.18;150.00;;;21-D7171;0.27;1.23200;54;19;0;0;;68703;iPhone 6;16;Grey;Grade D;172.00;0;
1;84;1;;2;1;184.39;205.00;;;21-GOL7142;0.27;1.23200;1;1;0;0;;19497;iPhone 6;128;Gold;Grade A;247.00;1;
1;84;1;;5;1;204.55;238.00;;;21-GOL7154;0.27;1.23200;5;0;0;0;;19498;iPhone 6;128;Gold;Grade B;223.00;0;
1;84;1;;15;1;204.55;233.00;;;21-GOL7166;0.27;1.23200;7;3;5;0;;15057;iPhone 6;128;Gold;Grade C;223.00;4;
1;84;1;;0;1;204.55;228.00;;;21-GOL7178;0.27;1.23200;0;0;0;0;;19499;iPhone 6;128;Gold;Grade D;223.00;0;
1;84;1;;2;1;219.71;245.00;;;21-A7134;0.27;1.23200;0;0;0;2;2018-02-20;19501;iPhone 6;128;Silver;Grade A;247.00;4;
1;84;1;;0;1;152.82;180.00;;;21-B7146;0.27;1.23200;0;0;0;0;;19502;iPhone 6;128;Silver;Grade B;223.00;0;
1;84;1;;53;1;152.82;175.00;;;21-C7158;0.27;1.23200;0;3;0;50;2018-02-26;15047;iPhone 6;128;Silver;Grade C;223.00;43;
1;84;1;;0;1;152.82;170.00;;;21-D7170;0.27;1.23200;0;0;0;0;;19503;iPhone 6;128;Silver;Grade D;223.00;0;
1;84;1;;9;1;161.22;180.00;;;21-A7138;0.27;1.23200;9;0;0;0;;19493;iPhone 6;128;Grey;Grade A;247.00;0;
1;84;1;;14;1;154.85;183.00;;;21-B7150;0.27;1.23200;13;0;1;0;;37377;iPhone 6;128;Grey;Grade B;170.00;0;
1;84;1;;35;1;154.85;178.00;;;21-C7162;0.27;1.23200;0;0;0;35;2018-02-26;15053;iPhone 6;128;Grey;Grade C;170.00;88;
1;84;1;;0;1;154.85;173.00;;;21-D7174;0.27;1.23200;0;0;0;0;;19495;iPhone 6;128;Grey;Grade D;170.00;0;
1;84;1;;7;1;217.61;242.00;;;26-GOL7370;0.35;1.23200;0;6;1;0;;19547;iPhone 6 Plus;64;Gold;Grade A;315.00;3;
1;84;1;;13;1;189.80;221.00;;;26-GOL7379;0.35;1.23200;1;11;1;0;;19548;iPhone 6 Plus;64;Gold;Grade B;265.00;0;
1;84;1;;161;1;189.80;216.00;;;26-GOL7388;0.35;1.23200;0;6;0;155;2018-02-26;16060;iPhone 6 Plus;64;Gold;Grade C;265.00;85;
1;84;1;;0;1;189.80;211.00;;;26-GOL7397;0.35;1.23200;0;0;0;0;;19549;iPhone 6 Plus;64;Gold;Grade D;265.00;0;
1;84;1;;0;1;280.20;312.00;;;26-A7364;0.35;1.23200;0;0;0;0;;19551;iPhone 6 Plus;64;Silver;Grade A;315.00;0;
1;84;1;;11;1;187.51;219.00;;;26-B7373;0.35;1.23200;9;0;2;0;;19552;iPhone 6 Plus;64;Silver;Grade B;210.00;0;
1;84;1;;114;1;187.51;214.00;;;26-C7382;0.35;1.23200;0;29;59;26;2018-02-26;16061;iPhone 6 Plus;64;Silver;Grade C;210.00;27;
1;84;1;;32;1;187.51;209.00;;;26-D7391;0.35;1.23200;0;32;0;0;;19553;iPhone 6 Plus;64;Silver;Grade D;210.00;0;
1;84;1;;2;1;280.20;312.00;;;26-A7367;0.35;1.23200;0;0;2;0;;19543;iPhone 6 Plus;64;Grey;Grade A;315.00;0;
1;84;1;;5;1;202.04;235.00;;;26-B7376;0.35;1.23200;3;0;2;0;;19544;iPhone 6 Plus;64;Grey;Grade B;309.42;0;
1;84;1;;27;1;202.04;230.00;;;26-C7385;0.35;1.23200;14;0;13;0;;16062;iPhone 6 Plus;64;Grey;Grade C;309.42;31;
1;84;1;;12;1;202.04;225.00;;;26-D7394;0.35;1.23200;11;1;0;0;;19545;iPhone 6 Plus;64;Grey;Grade D;309.42;0;
1;84;1;;1;1;240.54;268.00;;;26-GOL7369;0.35;1.23200;0;1;0;0;;19534;iPhone 6 Plus;16;Gold;Grade A;259.00;16;
1;84;1;;1;1;171.20;201.00;;;26-GOL7378;0.35;1.23200;1;0;0;0;;19535;iPhone 6 Plus;16;Gold;Grade B;195.00;0;
1;84;1;;114;1;171.20;196.00;;;26-GOL7387;0.35;1.23200;0;1;28;85;2018-02-26;14601;iPhone 6 Plus;16;Gold;Grade C;195.00;85;
1;84;1;;0;1;171.20;191.00;;;26-GOL7396;0.35;1.23200;0;0;0;0;;26777;iPhone 6 Plus;16;Gold;Grade D;195.00;0;
1;84;0;;0;1;236.10;263.00;;;26-A7363;0.35;1.23200;0;0;0;0;;37358;iPhone 6 Plus;16;Silver;Grade A;259.00;0;
1;84;1;;0;1;175.15;205.00;;;26-B7372;0.35;1.23200;0;0;0;0;;14599;iPhone 6 Plus;16;Silver;Grade B;195.00;0;
1;84;1;;36;1;175.15;200.00;;;26-C7381;0.35;1.23200;0;2;0;34;2018-02-26;19538;iPhone 6 Plus;16;Silver;Grade C;195.00;8;
1;84;1;;1;1;175.15;195.00;;;26-D7390;0.35;1.23200;1;0;0;0;;19540;iPhone 6 Plus;16;Silver;Grade D;195.00;0;
1;84;1;;0;1;233.24;260.00;;;26-A7366;0.35;1.23200;0;0;0;0;;37364;iPhone 6 Plus;16;Grey;Grade A;250.00;1;
1;84;1;;0;1;160.50;189.00;;;26-B7375;0.35;1.23200;0;0;0;0;;19530;iPhone 6 Plus;16;Grey;Grade B;245.69;0;
1;84;1;;50;1;160.50;184.00;;;26-C7384;0.35;1.23200;0;4;46;0;;14600;iPhone 6 Plus;16;Grey;Grade C;245.69;37;
1;84;1;;0;1;160.50;179.00;;;26-D7393;0.35;1.23200;0;0;0;0;;19532;iPhone 6 Plus;16;Grey;Grade D;245.69;0;
1;84;1;;0;1;291.61;325.00;;;26-GOL7371;0.35;1.23200;0;0;0;0;;74755;iPhone 6 Plus;128;Gold;Grade A;265.00;0;
1;84;1;;2;1;199.98;233.00;;;26-GOL7380;0.35;1.23200;2;0;0;0;;74756;iPhone 6 Plus;128;Gold;Grade B;215.00;0;
1;84;1;;54;1;199.98;228.00;;;26-GOL7389;0.35;1.23200;0;0;0;54;2018-02-26;74757;iPhone 6 Plus;128;Gold;Grade C;215.00;29;
1;84;1;;0;1;199.98;223.00;;;26-GOL7398;0.35;1.23200;0;0;0;0;;74758;iPhone 6 Plus;128;Gold;Grade D;215.00;0;
1;84;1;;0;1;1000.00;1112.00;;;26-A7365;0.35;1.23200;0;0;0;0;;74765;iPhone 6 Plus;128;Silver;Grade A;265.00;0;
1;84;1;;0;1;236.26;273.00;;;26-B7374;0.35;1.23200;0;0;0;0;;74766;iPhone 6 Plus;128;Silver;Grade B;265.00;0;
1;84;1;;7;1;236.26;268.00;;;26-C7383;0.35;1.23200;0;0;7;0;;74767;iPhone 6 Plus;128;Silver;Grade C;265.00;3;
1;84;1;;0;1;236.26;263.00;;;26-D7392;0.35;1.23200;0;0;0;0;;74768;iPhone 6 Plus;128;Silver;Grade D;265.00;0;
1;84;1;;0;1;1000.00;1112.00;;;26-A7368;0.35;1.23200;0;0;0;0;;74760;iPhone 6 Plus;128;Grey;Grade A;265.00;0;
1;84;1;;2;1;196.19;228.00;;;26-B7377;0.35;1.23200;0;0;2;0;;74761;iPhone 6 Plus;128;Grey;Grade B;215.00;0;
1;84;1;;40;1;196.19;223.00;;;26-C7386;0.35;1.23200;0;0;0;40;2018-02-26;74762;iPhone 6 Plus;128;Grey;Grade C;215.00;50;
1;84;1;;0;1;196.19;218.00;;;26-D7395;0.35;1.23200;0;0;0;0;;74763;iPhone 6 Plus;128;Grey;Grade D;215.00;0;
1;84;1;;11;1;234.57;261.00;;;18-GOL7021;0.30;1.23200;0;3;8;0;;49225;iPhone 6S;64;Gold;Grade A;260.00;0;
1;84;1;;24;1;195.57;228.00;;;18-GOL7037;0.30;1.23200;1;7;16;0;;39252;iPhone 6S;64;Gold;Grade B;210.00;0;
1;84;1;;189;1;195.57;223.00;;;18-GOL7053;0.30;1.23200;0;7;95;87;2018-02-26;33280;iPhone 6S;64;Gold;Grade C;210.00;39;
1;84;1;;2;1;195.57;218.00;;;18-GOL7069;0.30;1.23200;0;2;0;0;;33283;iPhone 6S;64;Gold;Grade D;210.00;0;
1;84;1;;11;1;211.03;235.00;;;18-A7025;0.30;1.23200;5;0;6;0;;37356;iPhone 6S;64;Pink;Grade A;260.00;1;
1;84;1;;35;1;191.74;224.00;;;18-B7041;0.30;1.23200;16;0;19;0;;33310;iPhone 6S;64;Pink;Grade B;275.00;0;
1;84;1;;142;1;191.74;219.00;;;18-C7057;0.30;1.23200;0;1;0;141;2018-02-26;33316;iPhone 6S;64;Pink;Grade C;275.00;153;
1;84;1;;2;1;191.74;214.00;;;18-D7073;0.30;1.23200;0;2;0;0;;33318;iPhone 6S;64;Pink;Grade D;275.00;0;
1;84;1;;5;1;231.63;258.00;;;18-A7013;0.30;1.23200;0;0;5;0;;33289;iPhone 6S;64;Silver;Grade A;260.00;0;
1;84;1;;20;1;229.80;266.00;;;18-B7029;0.30;1.23200;0;0;20;0;;38582;iPhone 6S;64;Silver;Grade B;220.00;0;
1;84;1;;12;1;229.80;261.00;;;18-C7045;0.30;1.23200;3;3;6;0;;33291;iPhone 6S;64;Silver;Grade C;220.00;14;
1;84;1;;3;1;229.80;256.00;;;18-D7061;0.30;1.23200;1;2;0;0;;33293;iPhone 6S;64;Silver;Grade D;220.00;0;
1;84;1;;10;1;235.83;263.00;;;18-A7017;0.30;1.23200;0;0;10;0;;51806;iPhone 6S;64;Grey;Grade A;312.00;1;
1;84;1;;27;1;196.19;228.00;;;18-B7033;0.30;1.23200;1;15;11;0;;41182;iPhone 6S;64;Grey;Grade B;210.00;0;
1;84;1;;134;1;196.19;223.00;;;18-C7049;0.30;1.23200;0;9;0;125;2018-02-26;33259;iPhone 6S;64;Grey;Grade C;210.00;135;
1;84;1;;4;1;196.19;218.00;;;18-D7065;0.30;1.23200;0;4;0;0;;33265;iPhone 6S;64;Grey;Grade D;210.00;0;
1;84;1;;0;1;1000.00;1112.00;;;18-GOL7020;0.30;1.23200;0;0;0;0;;74808;iPhone 6S;32;Gold;Grade A;;0;
1;84;1;;0;1;1000.00;1122.00;;;18-GOL7036;0.30;1.23200;0;0;0;0;;74809;iPhone 6S;32;Gold;Grade B;;0;
1;84;1;;0;1;1000.00;1117.00;;;18-GOL7052;0.30;1.23200;0;0;0;0;;74810;iPhone 6S;32;Gold;Grade C;;0;
1;84;1;;0;1;1000.00;1112.00;;;18-GOL7068;0.30;1.23200;0;0;0;0;;74811;iPhone 6S;32;Gold;Grade D;;0;
1;84;1;;0;1;1000.00;1112.00;;;18-A7024;0.30;1.23200;0;0;0;0;;74802;iPhone 6S;32;Pink;Grade A;;0;
1;84;1;;0;1;1000.00;1122.00;;;18-B7040;0.30;1.23200;0;0;0;0;;74803;iPhone 6S;32;Pink;Grade B;;0;
1;84;1;;0;1;1000.00;1117.00;;;18-C7056;0.30;1.23200;0;0;0;0;;74805;iPhone 6S;32;Pink;Grade C;;0;
1;84;1;;0;1;1000.00;1112.00;;;18-D7072;0.30;1.23200;0;0;0;0;;74806;iPhone 6S;32;Pink;Grade D;;0;
1;84;1;;0;1;1000.00;1112.00;;;18-A7012;0.30;1.23200;0;0;0;0;;74813;iPhone 6S;32;Silver;Grade A;;0;
1;84;1;;0;1;1000.00;1122.00;;;18-B7028;0.30;1.23200;0;0;0;0;;74814;iPhone 6S;32;Silver;Grade B;;0;
1;84;1;;0;1;1000.00;1117.00;;;18-C7044;0.30;1.23200;0;0;0;0;;74815;iPhone 6S;32;Silver;Grade C;;0;
1;84;1;;0;1;1000.00;1112.00;;;18-D7060;0.30;1.23200;0;0;0;0;;74816;iPhone 6S;32;Silver;Grade D;;0;
1;84;1;;0;1;1000.00;1112.00;;;18-A7016;0.30;1.23200;0;0;0;0;;74795;iPhone 6S;32;Grey;Grade A;;0;
1;84;1;;0;1;1000.00;1122.00;;;18-B7032;0.30;1.23200;0;0;0;0;;74797;iPhone 6S;32;Grey;Grade B;;0;
1;84;1;;0;1;1000.00;1117.00;;;18-C7048;0.30;1.23200;0;0;0;0;;74798;iPhone 6S;32;Grey;Grade C;;0;
1;84;1;;0;1;1000.00;1112.00;;;18-D7064;0.30;1.23200;0;0;0;0;;74799;iPhone 6S;32;Grey;Grade D;;0;
1;84;0;;1;1;233.79;260.00;;;18-GOL7019;0.30;1.23200;0;1;0;0;;31009;iPhone 6S;16;Gold;Grade A;253.00;2;
1;84;1;;0;1;159.25;187.00;;;18-GOL7035;0.30;1.23200;0;0;0;0;;38975;iPhone 6S;16;Gold;Grade B;242.09;0;
1;84;1;;17;1;159.25;182.00;;;18-GOL7051;0.30;1.23200;17;0;0;0;;30743;iPhone 6S;16;Gold;Grade C;242.09;48;
1;84;1;;43;1;159.25;177.00;;;18-GOL7067;0.30;1.23200;43;0;0;0;;31013;iPhone 6S;16;Gold;Grade D;242.09;0;
1;84;1;;34;1;189.04;211.00;;;18-A7023;0.30;1.23200;34;0;0;0;;31261;iPhone 6S;16;Pink;Grade A;215.00;2;
1;84;1;;64;1;161.08;189.00;;;18-B7039;0.30;1.23200;64;0;0;0;;31252;iPhone 6S;16;Pink;Grade B;210.00;0;
1;84;1;;185;1;161.08;184.00;;;18-C7055;0.30;1.23200;0;7;93;85;2018-02-26;31182;iPhone 6S;16;Pink;Grade C;210.00;79;
1;84;1;;9;1;161.08;179.00;;;18-D7071;0.30;1.23200;0;9;0;0;;31253;iPhone 6S;16;Pink;Grade D;210.00;0;
1;84;1;;0;1;227.73;254.00;;;18-A7011;0.30;1.23200;0;0;0;0;;7207;iPhone 6S;16;Silver;Grade A;246.00;1;
1;84;1;;0;1;201.90;235.00;;;18-B7027;0.30;1.23200;0;0;0;0;;26386;iPhone 6S;16;Silver;Grade B;200.00;0;
1;84;1;;30;1;201.90;230.00;;;18-C7043;0.30;1.23200;27;0;3;0;;31180;iPhone 6S;16;Silver;Grade C;200.00;13;
1;84;1;;5;1;201.90;225.00;;;18-D7059;0.30;1.23200;5;0;0;0;;26387;iPhone 6S;16;Silver;Grade D;200.00;0;
1;84;1;;0;1;233.85;260.00;;;18-A7015;0.30;1.23200;0;0;0;0;;33282;iPhone 6S;16;Grey;Grade A;253.00;0;
1;84;1;;0;1;155.97;184.00;;;18-B7031;0.30;1.23200;0;0;0;0;;31208;iPhone 6S;16;Grey;Grade B;170.00;0;
1;84;1;;167;1;155.97;179.00;;;18-C7047;0.30;1.23200;0;0;39;128;2018-02-26;31178;iPhone 6S;16;Grey;Grade C;170.00;60;
1;84;1;;0;1;155.97;174.00;;;18-D7063;0.30;1.23200;0;0;0;0;;31214;iPhone 6S;16;Grey;Grade D;170.00;0;
1;84;1;;0;1;1000.00;1112.00;;;18-GOL7022;0.30;1.23200;0;0;0;0;;51204;iPhone 6S;128;Gold;Grade A;344.00;0;
1;84;1;;1;1;299.26;343.00;;;18-GOL7038;0.30;1.23200;0;0;1;0;;43933;iPhone 6S;128;Gold;Grade B;310.00;0;
1;84;1;;25;1;299.26;338.00;;;18-GOL7054;0.30;1.23200;22;0;3;0;;43932;iPhone 6S;128;Gold;Grade C;310.00;1;
1;84;1;;0;1;299.26;333.00;;;18-GOL7070;0.30;1.23200;0;0;0;0;;43934;iPhone 6S;128;Gold;Grade D;310.00;0;
1;84;1;;0;1;1000.00;1112.00;;;18-A7026;0.30;1.23200;0;0;0;0;;51808;iPhone 6S;128;Pink;Grade A;344.00;1;
1;84;1;;0;1;197.05;229.00;;;18-B7042;0.30;1.23200;0;0;0;0;;43901;iPhone 6S;128;Pink;Grade B;220.00;0;
1;84;1;;1;1;197.05;224.00;;;18-C7058;0.30;1.23200;0;0;1;0;;43903;iPhone 6S;128;Pink;Grade C;220.00;5;
1;84;1;;0;1;197.05;219.00;;;18-D7074;0.30;1.23200;0;0;0;0;;43904;iPhone 6S;128;Pink;Grade D;220.00;0;
1;84;1;;0;1;1000.00;1112.00;;;18-A7014;0.30;1.23200;0;0;0;0;;51805;iPhone 6S;128;Silver;Grade A;344.00;0;
1;84;1;;0;1;298.35;342.00;;;18-B7030;0.30;1.23200;0;0;0;0;;43917;iPhone 6S;128;Silver;Grade B;295.00;0;
1;84;1;;12;1;298.35;337.00;;;18-C7046;0.30;1.23200;12;0;0;0;;43918;iPhone 6S;128;Silver;Grade C;295.00;0;
1;84;1;;0;1;298.35;332.00;;;18-D7062;0.30;1.23200;0;0;0;0;;43919;iPhone 6S;128;Silver;Grade D;295.00;0;
1;84;1;;0;1;1000.00;1112.00;;;18-A7018;0.30;1.23200;0;0;0;0;;51807;iPhone 6S;128;Grey;Grade A;344.00;0;
1;84;1;;0;1;301.59;346.00;;;18-B7034;0.30;1.23200;0;0;0;0;;43913;iPhone 6S;128;Grey;Grade B;377.70;0;
1;84;1;;7;1;301.59;341.00;;;18-C7050;0.30;1.23200;7;0;0;0;;43914;iPhone 6S;128;Grey;Grade C;377.70;0;
1;84;1;;0;1;301.59;336.00;;;18-D7066;0.30;1.23200;0;0;0;0;;43915;iPhone 6S;128;Grey;Grade D;377.70;0;
1;84;1;;1;1;250.79;279.00;;;27-GOL7409;0.40;1.23200;0;0;1;0;;19574;iPhone 6s Plus;64;Gold;Grade A;;0;
1;84;1;;2;1;250.79;289.00;;;27-GOL7425;0.40;1.23200;0;0;2;0;;41224;iPhone 6s Plus;64;Gold;Grade B;280.00;0;
1;84;1;;5;1;250.79;284.00;;;27-GOL7441;0.40;1.23200;0;0;5;0;;18407;iPhone 6s Plus;64;Gold;Grade C;280.00;15;
1;84;1;;0;1;250.79;279.00;;;27-GOL7457;0.40;1.23200;0;0;0;0;;41226;iPhone 6s Plus;64;Gold;Grade D;280.00;0;
1;84;1;;1;1;302.91;337.00;;;27-A7413;0.40;1.23200;0;0;1;0;;51859;iPhone 6s Plus;64;Pink;Grade A;;0;
1;84;1;;9;1;268.10;308.00;;;27-B7429;0.40;1.23200;0;0;9;0;;43892;iPhone 6s Plus;64;Pink;Grade B;298.57;0;
1;84;1;;22;1;268.10;303.00;;;27-C7445;0.40;1.23200;0;6;16;0;;43893;iPhone 6s Plus;64;Pink;Grade C;298.57;6;
1;84;1;;1;1;268.10;298.00;;;27-D7461;0.40;1.23200;0;1;0;0;;43894;iPhone 6s Plus;64;Pink;Grade D;298.57;0;
1;84;1;;0;1;1000.00;1112.00;;;27-A7401;0.40;1.23200;0;0;0;0;;36315;iPhone 6s Plus;64;Silver;Grade A;;0;
1;84;1;;2;1;268.48;309.00;;;27-B7417;0.40;1.23200;0;0;2;0;;36316;iPhone 6s Plus;64;Silver;Grade B;320.00;0;
1;84;1;;21;1;268.48;304.00;;;27-C7433;0.40;1.23200;0;0;20;1;2018-02-28;36317;iPhone 6s Plus;64;Silver;Grade C;320.00;6;
1;84;1;;0;1;268.48;299.00;;;27-D7449;0.40;1.23200;0;0;0;0;;36318;iPhone 6s Plus;64;Silver;Grade D;320.00;0;
1;84;1;;9;1;302.91;337.00;;;27-A7405;0.40;1.23200;0;0;0;9;2018-02-13;34270;iPhone 6s Plus;64;Grey;Grade A;340.00;0;
1;84;1;;12;1;250.79;289.00;;;27-B7421;0.40;1.23200;12;0;0;0;;35450;iPhone 6s Plus;64;Grey;Grade B;280.00;0;
1;84;1;;11;1;250.79;284.00;;;27-C7437;0.40;1.23200;0;0;11;0;;30742;iPhone 6s Plus;64;Grey;Grade C;280.00;9;
1;84;1;;1;1;250.79;279.00;;;27-D7453;0.40;1.23200;0;0;0;1;2018-02-28;36314;iPhone 6s Plus;64;Grey;Grade D;275.00;0;
1;84;1;;0;1;1000.00;1112.00;;;27-GOL7408;0.40;1.23200;0;0;0;0;;72589;iPhone 6s Plus;32;Gold;Grade A;;0;
1;84;1;;0;1;1000.00;1122.00;;;27-GOL7424;0.40;1.23200;0;0;0;0;;72578;iPhone 6s Plus;32;Gold;Grade B;;0;
1;84;1;;0;1;1000.00;1117.00;;;27-GOL7440;0.40;1.23200;0;0;0;0;;72581;iPhone 6s Plus;32;Gold;Grade C;;0;
1;84;1;;0;1;1000.00;1112.00;;;27-GOL7456;0.40;1.23200;0;0;0;0;;72582;iPhone 6s Plus;32;Gold;Grade D;;0;
1;84;1;;0;1;1000.00;1112.00;;;27-A7412;0.40;1.23200;0;0;0;0;;72587;iPhone 6s Plus;32;Pink;Grade A;;0;
1;84;1;;0;1;1000.00;1122.00;;;27-B7428;0.40;1.23200;0;0;0;0;;72572;iPhone 6s Plus;32;Pink;Grade B;;0;
1;84;1;;0;1;1000.00;1117.00;;;27-C7444;0.40;1.23200;0;0;0;0;;72573;iPhone 6s Plus;32;Pink;Grade C;;0;
1;84;1;;0;1;1000.00;1112.00;;;27-D7460;0.40;1.23200;0;0;0;0;;72574;iPhone 6s Plus;32;Pink;Grade D;;0;
1;84;1;;0;1;1000.00;1112.00;;;27-A7400;0.40;1.23200;0;0;0;0;;72590;iPhone 6s Plus;32;Silver;Grade A;;0;
1;84;1;;0;1;1000.00;1122.00;;;27-B7416;0.40;1.23200;0;0;0;0;;72584;iPhone 6s Plus;32;Silver;Grade B;;0;
1;84;1;;0;1;1000.00;1117.00;;;27-C7432;0.40;1.23200;0;0;0;0;;72586;iPhone 6s Plus;32;Silver;Grade C;;0;
1;84;1;;0;1;1000.00;1112.00;;;27-D7448;0.40;1.23200;0;0;0;0;;72588;iPhone 6s Plus;32;Silver;Grade D;;0;
1;84;1;;0;1;1000.00;1112.00;;;27-A7404;0.40;1.23200;0;0;0;0;;72585;iPhone 6s Plus;32;Grey;Grade A;;0;
1;84;1;;0;1;1000.00;1122.00;;;27-B7420;0.40;1.23200;0;0;0;0;;72567;iPhone 6s Plus;32;Grey;Grade B;;0;
1;84;1;;0;1;1000.00;1117.00;;;27-C7436;0.40;1.23200;0;0;0;0;;72568;iPhone 6s Plus;32;Grey;Grade C;;0;
1;84;1;;0;1;1000.00;1112.00;;;27-D7452;0.40;1.23200;0;0;0;0;;72569;iPhone 6s Plus;32;Grey;Grade D;;0;
1;84;1;;0;1;290.85;324.00;;;27-GOL7407;0.40;1.23200;0;0;0;0;;34269;iPhone 6s Plus;16;Gold;Grade A;315.00;1;
1;84;1;;0;1;214.97;249.00;;;27-GOL7423;0.40;1.23200;0;0;0;0;;32493;iPhone 6s Plus;16;Gold;Grade B;240.00;0;
1;84;1;;6;1;214.97;244.00;;;27-GOL7439;0.40;1.23200;0;0;6;0;;32491;iPhone 6s Plus;16;Gold;Grade C;240.00;5;
1;84;1;;0;1;214.97;239.00;;;27-GOL7455;0.40;1.23200;0;0;0;0;;32495;iPhone 6s Plus;16;Gold;Grade D;240.00;0;
1;84;1;;0;1;283.28;315.00;;;27-A7411;0.40;1.23200;0;0;0;0;;31254;iPhone 6s Plus;16;Pink;Grade A;306.00;0;
1;84;1;;0;1;214.97;249.00;;;27-B7427;0.40;1.23200;0;0;0;0;;31187;iPhone 6s Plus;16;Pink;Grade B;240.00;0;
1;84;1;;77;1;214.97;244.00;;;27-C7443;0.40;1.23200;0;0;77;0;;31179;iPhone 6s Plus;16;Pink;Grade C;240.00;24;
1;84;1;;0;1;214.97;239.00;;;27-D7459;0.40;1.23200;0;0;0;0;;31192;iPhone 6s Plus;16;Pink;Grade D;240.00;0;
1;84;1;;0;1;283.28;315.00;;;27-A7399;0.40;1.23200;0;0;0;0;;31256;iPhone 6s Plus;16;Silver;Grade A;306.00;4;
1;84;1;;0;1;217.23;252.00;;;27-B7415;0.40;1.23200;0;0;0;0;;31183;iPhone 6s Plus;16;Silver;Grade B;320.35;0;
1;84;1;;17;1;217.23;247.00;;;27-C7431;0.40;1.23200;0;0;17;0;;31107;iPhone 6s Plus;16;Silver;Grade C;320.35;7;
1;84;1;;0;1;217.23;242.00;;;27-D7447;0.40;1.23200;0;0;0;0;;31185;iPhone 6s Plus;16;Silver;Grade D;320.35;0;
1;84;1;;0;1;291.61;325.00;;;27-A7403;0.40;1.23200;0;0;0;0;;31244;iPhone 6s Plus;16;Grey;Grade A;315.00;0;
1;84;1;;0;1;214.97;249.00;;;27-B7419;0.40;1.23200;0;0;0;0;;31197;iPhone 6s Plus;16;Grey;Grade B;240.00;0;
1;84;1;;7;1;214.97;244.00;;;27-C7435;0.40;1.23200;0;0;7;0;;31177;iPhone 6s Plus;16;Grey;Grade C;240.00;11;
1;84;1;;0;1;214.97;239.00;;;27-D7451;0.40;1.23200;0;0;0;0;;31199;iPhone 6s Plus;16;Grey;Grade D;240.00;0;
1;84;1;;0;1;1000.00;1112.00;;;27-GOL7410;0.40;1.23200;0;0;0;0;;48857;iPhone 6s Plus;128;Gold;Grade A;;0;
1;84;1;;0;1;1000.00;1122.00;;;27-GOL7426;0.40;1.23200;0;0;0;0;;43899;iPhone 6s Plus;128;Gold;Grade B;;0;
1;84;1;;0;1;1000.00;1117.00;;;27-GOL7442;0.40;1.23200;0;0;0;0;;43898;iPhone 6s Plus;128;Gold;Grade C;;0;
1;84;1;;0;1;1000.00;1112.00;;;27-GOL7458;0.40;1.23200;0;0;0;0;;43900;iPhone 6s Plus;128;Gold;Grade D;;0;
1;84;1;;0;1;1000.00;1112.00;;;27-A7414;0.40;1.23200;0;0;0;0;;51861;iPhone 6s Plus;128;Pink;Grade A;600.00;0;
1;84;1;;0;1;402.24;457.00;;;27-B7430;0.40;1.23200;0;0;0;0;;43905;iPhone 6s Plus;128;Pink;Grade B;;0;
1;84;1;;0;1;402.24;452.00;;;27-C7446;0.40;1.23200;0;0;0;0;;43906;iPhone 6s Plus;128;Pink;Grade C;;0;
1;84;1;;0;1;402.24;447.00;;;27-D7462;0.40;1.23200;0;0;0;0;;43907;iPhone 6s Plus;128;Pink;Grade D;;0;
1;84;1;;0;1;1000.00;1112.00;;;27-A7402;0.40;1.23200;0;0;0;0;;51809;iPhone 6s Plus;128;Silver;Grade A;;0;
1;84;1;;0;1;1000.00;1122.00;;;27-B7418;0.40;1.23200;0;0;0;0;;43889;iPhone 6s Plus;128;Silver;Grade B;;0;
1;84;1;;0;1;1000.00;1117.00;;;27-C7434;0.40;1.23200;0;0;0;0;;43890;iPhone 6s Plus;128;Silver;Grade C;;0;
1;84;1;;0;1;1000.00;1112.00;;;27-D7450;0.40;1.23200;0;0;0;0;;43891;iPhone 6s Plus;128;Silver;Grade D;;0;
1;84;1;;0;1;1000.00;1112.00;;;27-A7406;0.40;1.23200;0;0;0;0;;51810;iPhone 6s Plus;128;Grey;Grade A;;0;
1;84;1;;0;1;405.79;461.00;;;27-B7422;0.40;1.23200;0;0;0;0;;43910;iPhone 6s Plus;128;Grey;Grade B;;0;
1;84;1;;0;1;405.79;456.00;;;27-C7438;0.40;1.23200;0;0;0;0;;43911;iPhone 6s Plus;128;Grey;Grade C;;0;
1;84;1;;0;1;405.79;451.00;;;27-D7454;0.40;1.23200;0;0;0;0;;43912;iPhone 6s Plus;128;Grey;Grade D;;0;
