reference Smarter;reference SunDevice;IDP;Model;Capacity;Color;Grade
119-PRE9017;;80100;iPad 2 Cellular;16;Black;Grade A
119-PRE9018;;80110;iPad 2 Cellular;32;Black;Grade A
119-PRE9019;;80120;iPad 2 Cellular;64;Black;Grade A
120-BAS9031;;80137;iPad 3 Cellular;16;White;Grade C
120-BAS9032;;80147;iPad 3 Cellular;32;White;Grade C
120-BAS9033;;80157;iPad 3 Cellular;64;White;Grade C
120-BAS9034;;80132;iPad 3 Cellular;16;Black;Grade C
120-BAS9035;;80142;iPad 3 Cellular;32;Black;Grade C
120-BAS9036;;80152;iPad 3 Cellular;64;Black;Grade C
120-ECO9037;;80138;iPad 3 Cellular;16;White;Grade D
120-ECO9038;;80148;iPad 3 Cellular;32;White;Grade D
120-ECO9039;;80158;iPad 3 Cellular;64;White;Grade D
120-ECO9040;;80133;iPad 3 Cellular;16;Black;Grade D
120-ECO9041;;80143;iPad 3 Cellular;32;Black;Grade D
120-ECO9042;;80153;iPad 3 Cellular;64;Black;Grade D
120-MED9025;;80136;iPad 3 Cellular;16;White;Grade B
120-MED9026;;80146;iPad 3 Cellular;32;White;Grade B
120-MED9027;;80156;iPad 3 Cellular;64;White;Grade B
120-MED9028;;80131;iPad 3 Cellular;16;Black;Grade B
120-MED9029;;80141;iPad 3 Cellular;32;Black;Grade B
120-MED9030;;80151;iPad 3 Cellular;64;Black;Grade B
120-PRE9020;;80145;iPad 3 Cellular;32;White;Grade A
120-PRE9021;;80155;iPad 3 Cellular;64;White;Grade A
120-PRE9022;;80130;iPad 3 Cellular;16;Black;Grade A
120-PRE9023;;80140;iPad 3 Cellular;32;Black;Grade A
120-PRE9024;;80150;iPad 3 Cellular;64;Black;Grade A
120-PRE9043;;80135;iPad 3 Cellular;16;White;Grade A
121-BAS10901;;80638;iPad 4 Cellular;128;White;Grade C
121-BAS11681;;99416;iPad 4 Cellular;128;Black;Grade C
121-BAS9056;;80167;iPad 4 Cellular;16;White;Grade C
121-BAS9057;;80177;iPad 4 Cellular;32;White;Grade C
121-BAS9058;;80186;iPad 4 Cellular;64;White;Grade B
121-BAS9059;;80162;iPad 4 Cellular;16;Black;Grade C
121-BAS9060;;80172;iPad 4 Cellular;32;Black;Grade C
121-BAS9061;;80182;iPad 4 Cellular;64;Black;Grade C
121-ECO10900;;80637;iPad 4 Cellular;128;White;Grade D
121-ECO11680;;99421;iPad 4 Cellular;128;Black;Grade D
121-ECO9062;;80168;iPad 4 Cellular;16;White;Grade D
121-ECO9063;;80178;iPad 4 Cellular;32;White;Grade D
121-ECO9064;;80187;iPad 4 Cellular;64;White;Grade C
121-ECO9065;;80163;iPad 4 Cellular;16;Black;Grade D
121-ECO9066;;80173;iPad 4 Cellular;32;Black;Grade D
121-ECO9067;;80183;iPad 4 Cellular;64;Black;Grade D
121-MED10902;;80639;iPad 4 Cellular;128;White;Grade B
121-MED11682;;99420;iPad 4 Cellular;128;Black;Grade B
121-MED9050;;80166;iPad 4 Cellular;16;White;Grade B
121-MED9051;;80176;iPad 4 Cellular;32;White;Grade B
121-MED9052;;80185;iPad 4 Cellular;64;White;Grade A
121-MED9053;;80161;iPad 4 Cellular;16;Black;Grade B
121-MED9054;;80171;iPad 4 Cellular;32;Black;Grade B
121-MED9055;;80181;iPad 4 Cellular;64;Black;Grade B
121-PRE10903;;80640;iPad 4 Cellular;128;White;Grade A
121-PRE11683;;99419;iPad 4 Cellular;128;Black;Grade A
121-PRE9044;;80165;iPad 4 Cellular;16;White;Grade A
121-PRE9045;;80175;iPad 4 Cellular;32;White;Grade A
121-PRE9047;;80160;iPad 4 Cellular;16;Black;Grade A
121-PRE9048;;80170;iPad 4 Cellular;32;Black;Grade A
121-PRE9049;;80188;iPad 4 Cellular;64;White;Grade D
123-BAS11655;;80212;iPad Air 2 Cellular;128;Grey;Grade C
123-GOL11649;;99428;iPad Air 2 Cellular;32;Gold;Grade C
123-BAS11652;;80227;iPad Air 2 Cellular;16;Grey;Grade C
123-BAS11653;;96584;iPad Air 2 Cellular;32;Grey;Grade C
123-GOL11651;;80217;iPad Air 2 Cellular;128;Gold;Grade C
123-ECO11640;;80228;iPad Air 2 Cellular;16;Grey;Grade D
123-GOL11637;;99429;iPad Air 2 Cellular;32;Gold;Grade D
123-GOL9135;;80218;iPad Air 2 Cellular;128;Gold;Grade D
123-ECO11641;;96585;iPad Air 2 Cellular;32;Grey;Grade D
123-ECO11643;;80213;iPad Air 2 Cellular;128;Grey;Grade D
123-ECO11634;;80253;iPad Air 2 Cellular;64;Silver;Grade D
123-BAS11644;;80237;iPad Air 2 Cellular;16;Silver;Grade C
123-BAS11647;;80222;iPad Air 2 Cellular;128;Silver;Grade C
123-ECO11632;;80238;iPad Air 2 Cellular;16;Silver;Grade D
123-ECO11635;;80223;iPad Air 2 Cellular;128;Silver;Grade D
123-ECO11642;;80243;iPad Air 2 Cellular;64;Grey;Grade D
123-GOL11636;;80233;iPad Air 2 Cellular;16;Gold;Grade D
123-GOL11638;;80248;iPad Air 2 Cellular;64;Gold;Grade D
123-GOL11648;;80231;iPad Air 2 Cellular;16;Gold;Grade B
123-GOL11648;;80232;iPad Air 2 Cellular;16;Gold;Grade C
123-GOL11650;;80247;iPad Air 2 Cellular;64;Gold;Grade C
123-GOL11660;;80231;iPad Air 2 Cellular;16;Gold;Grade B
123-GOL11661;;99427;iPad Air 2 Cellular;32;Gold;Grade B
123-GOL11662;;80246;iPad Air 2 Cellular;64;Gold;Grade B
123-GOL11663;;80216;iPad Air 2 Cellular;128;Gold;Grade B
123-GOL11672;;80230;iPad Air 2 Cellular;16;Gold;Grade A
123-GOL11673;;96577;iPad Air 2 Cellular;32;Gold;Grade A
123-GOL11674;;80245;iPad Air 2 Cellular;64;Gold;Grade A
123-GOL11675;;80215;iPad Air 2 Cellular;128;Gold;Grade A
123-MED11656;;80236;iPad Air 2 Cellular;16;Silver;Grade B
123-MED11658;;96573;iPad Air 2 Cellular;32;Silver;Grade B
123-MED11659;;80221;iPad Air 2 Cellular;128;Silver;Grade B
123-MED11664;;80226;iPad Air 2 Cellular;16;Grey;Grade B
123-MED11665;;96583;iPad Air 2 Cellular;32;Grey;Grade B
123-MED11667;;80211;iPad Air 2 Cellular;128;Grey;Grade B
123-MED9110;;80251;iPad Air 2 Cellular;64;Silver;Grade B
123-PRE11668;;89969;iPad Air 2 Cellular;16;Silver;Grade A
123-PRE11669;;96572;iPad Air 2 Cellular;32;Silver;Grade A
123-PRE11670;;80250;iPad Air 2 Cellular;64;Silver;Grade A
123-PRE11671;;80220;iPad Air 2 Cellular;128;Silver;Grade A
123-PRE11676;;80225;iPad Air 2 Cellular;16;Grey;Grade A
123-PRE11677;;96582;iPad Air 2 Cellular;32;Grey;Grade A
123-PRE11679;;80210;iPad Air 2 Cellular;128;Grey;Grade A
123-PRE9100;;80235;iPad Air 2 Cellular;16;Silver;Grade A
vz123-PRE9100;;80235;iPad Air 2 Cellular;16;Silver;Grade A
77-GOL11321;;99432;iPad Air 2 Wifi;32;Gold;Grade B
77-BAS11316;;99448;iPad Air 2 Wifi;32;Grey;Grade C
77-MED11317;;99447;iPad Air 2 Wifi;32;Grey;Grade B
77-ECO11315;;99449;iPad Air 2 Wifi;32;Grey;Grade D
77-GOL11319;;99434;iPad Air 2 Wifi;32;Gold;Grade D
77-BAS11312;;99457;iPad Air 2 Wifi;32;Silver;Grade C
77-ECO11308;;99458;iPad Air 2 Wifi;32;Silver;Grade D
77-GOL11320;;99433;iPad Air 2 Wifi;32;Gold;Grade C
77-GOL11322;;99431;iPad Air 2 Wifi;32;Gold;Grade A
77-MED11313;;99456;iPad Air 2 Wifi;32;Silver;Grade B
77-PRE11314;;99455;iPad Air 2 Wifi;32;Silver;Grade A
77-PRE11318;;99446;iPad Air 2 Wifi;32;Grey;Grade A
122-BAS9084;;80207;iPad Air Cellular;16;Silver;Grade C
122-BAS9085;;80262;iPad Air Cellular;32;Silver;Grade C
122-BAS9086;;80272;iPad Air Cellular;64;Silver;Grade C
122-BAS9087;;80197;iPad Air Cellular;128;Silver;Grade C
122-BAS9088;;80202;iPad Air Cellular;16;Grey;Grade C
122-BAS9089;;80257;iPad Air Cellular;32;Grey;Grade C
122-BAS9090;;80267;iPad Air Cellular;64;Grey;Grade C
122-BAS9091;;80192;iPad Air Cellular;128;Grey;Grade C
122-ECO9092;;80208;iPad Air Cellular;16;Silver;Grade D
122-ECO9093;;80263;iPad Air Cellular;32;Silver;Grade D
122-ECO9094;;80273;iPad Air Cellular;64;Silver;Grade D
122-ECO9095;;80198;iPad Air Cellular;128;Silver;Grade D
122-ECO9096;;80203;iPad Air Cellular;16;Grey;Grade D
122-ECO9097;;80258;iPad Air Cellular;32;Grey;Grade D
122-ECO9098;;80268;iPad Air Cellular;64;Grey;Grade D
122-ECO9099;;80193;iPad Air Cellular;128;Grey;Grade D
122-MED9076;;80206;iPad Air Cellular;16;Silver;Grade B
122-MED9077;;80261;iPad Air Cellular;32;Silver;Grade B
122-MED9078;;80271;iPad Air Cellular;64;Silver;Grade B
122-MED9079;;80196;iPad Air Cellular;128;Silver;Grade B
122-MED9081;;80256;iPad Air Cellular;32;Grey;Grade B
122-MED9082;;80266;iPad Air Cellular;64;Grey;Grade B
122-MED9083;;80191;iPad Air Cellular;128;Grey;Grade B
122-PRE9068;;80205;iPad Air Cellular;16;Silver;Grade A
122-PRE9069;;80260;iPad Air Cellular;32;Silver;Grade A
122-PRE9070;;80270;iPad Air Cellular;64;Silver;Grade A
122-PRE9071;;80195;iPad Air Cellular;128;Silver;Grade A
122-PRE9073;;80255;iPad Air Cellular;32;Grey;Grade A
122-PRE9074;;80265;iPad Air Cellular;64;Grey;Grade A
122-PRE9075;;80190;iPad Air Cellular;128;Grey;Grade A
125-MED9178;;80091;iPad mini 2 Cellular;32;Grey;Grade B
125-BAS9174;;80092;iPad mini 2 Cellular;32;Grey;Grade C
125-BAS9172;;80097;iPad mini 2 Cellular;32;Silver;Grade C
125-ECO9168;;80098;iPad mini 2 Cellular;32;Silver;Grade D
125-ECO9170;;80093;iPad mini 2 Cellular;32;Grey;Grade D
125-ECO9171;;80775;iPad mini 2 Cellular;128;Grey;Grade D
125-GOL10892;;96580;iPad mini 2 Cellular;32;Gold;Grade D
125-GOL10893;;96579;iPad mini 2 Cellular;32;Gold;Grade C
125-GOL10894;;96578;iPad mini 2 Cellular;32;Gold;Grade B
125-GOL10895;;96810;iPad mini 2 Cellular;32;Gold;Grade A
125-PRE9180;;80095;iPad mini 2 Cellular;32;Silver;Grade A
125-PRE9182;;80090;iPad mini 2 Cellular;32;Grey;Grade A
125-PRE9183;;80778;iPad mini 2 Cellular;128;Black;Grade A
75-ECO10868;;80627;iPad mini 2 Wifi;128;Grey;Grade D
75-PRE10871;;80628;iPad mini 2 Wifi;128;Grey;Grade A
75-ECO10884;;80785;iPad mini 2 Wifi;64;Grey;Grade D
75-MED10870;;80629;iPad mini 2 Wifi;128;Grey;Grade B
75-ECO10880;;80780;iPad mini 2 Wifi;64;White;Grade D
75-BAS10885;;80786;iPad mini 2 Wifi;64;Grey;Grade C
75-BAS10869;;90002;iPad mini 2 Wifi;128;Grey;Grade C
75-BAS10873;;80633;iPad mini 2 Wifi;16;Grey;Grade C
75-BAS10877;;80704;iPad mini 2 Wifi;16;Silver;Grade C
75-BAS10881;;80781;iPad mini 2 Wifi;64;Silver;Grade C
75-ECO10872;;91163;iPad mini 2 Wifi;16;Grey;Grade D
75-ECO10876;;80705;iPad mini 2 Wifi;16;Silver;Grade D
75-ECO10888;;80770;iPad mini 2 Wifi;128;Silver;Grade D
75-MED10874;;91162;iPad mini 2 Wifi;16;Grey;Grade B
75-MED10878;;80706;iPad mini 2 Wifi;16;Silver;Grade B
75-MED10882;;80782;iPad mini 2 Wifi;64;White;Grade B
75-MED10886;;80787;iPad mini 2 Wifi;64;Grey;Grade B
75-PRE10875;;89970;iPad mini 2 Wifi;16;Grey;Grade A
75-PRE10883;;80783;iPad mini 2 Wifi;64;White;Grade A
75-PRE10887;;80788;iPad mini 2 Wifi;64;Grey;Grade A
75-PRE10891;;80773;iPad mini 2 Wifi;128;Silver;Grade A
638-BAS11942;;99464;iPad mini 3 Cellular;64;Silver;Grade C
638-BAS11947;;98668;iPad mini 3 Cellular;16;Grey;Grade C
638-GOL11946;;99460;iPad mini 3 Cellular;128;Gold;Grade C
638-ECO11938;;100067;iPad mini 3 Cellular;64;Silver;Grade D
638-BAS11949;;99461;iPad mini 3 Cellular;128;Grey;Grade C
638-BAS11948;;98686;iPad mini 3 Cellular;64;Grey;Grade C
638-BAS11343;;99462;iPad mini 3 Cellular;128;Silver;Grade C
638-GOL11937;;99986;iPad mini 3 Cellular;128;Gold;Grade D
638-ECO11331;;100002;iPad mini 3 Cellular;128;Silver;Grade D
638-ECO11939;;98690;iPad mini 3 Cellular;64;Grey;Grade D
638-GOL11953;;96563;iPad mini 3 Cellular;16;Gold;Grade B
638-MED11958;;99993;iPad mini 3 Cellular;128;Grey;Grade B
638-ECO11940;;99994;iPad mini 3 Cellular;128;Grey;Grade D
638-GOL11936;;98678;iPad mini 3 Cellular;64;Gold;Grade D
638-BAS11947;;98669;iPad mini 3 Cellular;16;Grey;Grade D
638-ECO11336;;98669;iPad mini 3 Cellular;16;Grey;Grade D
638-GOL11945;;98677;iPad mini 3 Cellular;64;Gold;Grade C
638-GOL11953;;98674;iPad mini 3 Cellular;64;Gold;Grade B
638-MED11956;;98667;iPad mini 3 Cellular;16;Grey;Grade B
638-GOL11944;;96564;iPad mini 3 Cellular;16;Gold;Grade C
638-GOL11935;;96565;iPad mini 3 Cellular;16;Gold;Grade D
638-GOL11955;;99985;iPad mini 3 Cellular;128;Gold;Grade B
638-MED11951;;100066;iPad mini 3 Cellular;64;Silver;Grade B
638-MED11952;;100000;iPad mini 3 Cellular;128;Silver;Grade B
638-MED11957;;98685;iPad mini 3 Cellular;64;Grey;Grade B
638-BAS11941;;99463;iPad mini 3 Cellular;16;Silver;Grade C
638-ECO11332;;100049;iPad mini 3 Cellular;16;Silver;Grade D
638-GOL11962;;96562;iPad mini 3 Cellular;16;Gold;Grade A
638-GOL11963;;98671;iPad mini 3 Cellular;64;Gold;Grade A
638-GOL11964;;99984;iPad mini 3 Cellular;128;Gold;Grade A
638-MED11950;;100048;iPad mini 3 Cellular;16;Silver;Grade B
638-PRE11959;;100047;iPad mini 3 Cellular;16;Silver;Grade A
638-PRE11960;;100065;iPad mini 3 Cellular;64;Silver;Grade A
638-PRE11961;;100001;iPad mini 3 Cellular;128;Silver;Grade A
638-PRE11965;;98666;iPad mini 3 Cellular;16;Grey;Grade A
638-PRE11966;;98684;iPad mini 3 Cellular;64;Grey;Grade A
638-PRE11967;;99992;iPad mini 3 Cellular;128;Grey;Grade A
609-ECO10578;;80795;iPad mini 3 Wifi;16;Silver;Grade D
609-GOL10585;;80845;iPad mini 3 Wifi;128;Gold;Grade D
609-GOL10588;;80820;iPad mini 3 Wifi;64;Gold;Grade D
609-ECO10577;;80840;iPad mini 3 Wifi;128;Silver;Grade D
609-ECO10582;;80800;iPad mini 3 Wifi;16;Grey;Grade D
609-ECO10584;;80830;iPad mini 3 Wifi;64;Grey;Grade D
609-ECO10580;;80825;iPad mini 3 Wifi;64;Silver;Grade D
609-ECO10581;;80835;iPad mini 3 Wifi;128;Grey;Grade D
609-GOL10586;;80790;iPad mini 3 Wifi;16;Gold;Grade D
609-BAS10591;;80811;iPad mini 3 Wifi;32;Silver;Grade C
609-BAS10595;;80816;iPad mini 3 Wifi;32;Grey;Grade C
609-ECO10579;;80810;iPad mini 3 Wifi;32;Silver;Grade D
609-ECO10583;;80815;iPad mini 3 Wifi;32;Grey;Grade D
609-GOL10587;;80805;iPad mini 3 Wifi;32;Gold;Grade D
609-GOL10599;;80806;iPad mini 3 Wifi;32;Gold;Grade C
609-GOL10610;;80792;iPad mini 3 Wifi;16;Gold;Grade B
609-GOL10611;;80807;iPad mini 3 Wifi;32;Gold;Grade B
609-GOL10621;;80848;iPad mini 3 Wifi;128;Gold;Grade A
609-GOL10622;;80793;iPad mini 3 Wifi;16;Gold;Grade A
609-GOL10623;;80808;iPad mini 3 Wifi;32;Gold;Grade A
609-GOL10624;;80823;iPad mini 3 Wifi;64;Gold;Grade A
609-MED10603;;80812;iPad mini 3 Wifi;32;Silver;Grade B
609-MED10604;;80827;iPad mini 3 Wifi;64;Silver;Grade B
609-MED10607;;80817;iPad mini 3 Wifi;32;Grey;Grade B
609-PRE10613;;80843;iPad mini 3 Wifi;128;Silver;Grade A
609-PRE10614;;80798;iPad mini 3 Wifi;16;Silver;Grade A
609-PRE10615;;80813;iPad mini 3 Wifi;32;Silver;Grade A
609-PRE10616;;80828;iPad mini 3 Wifi;64;Silver;Grade A
609-PRE10618;;80803;iPad mini 3 Wifi;16;Grey;Grade A
609-PRE10619;;80818;iPad mini 3 Wifi;32;Grey;Grade A
609-PRE10620;;80833;iPad mini 3 Wifi;64;Grey;Grade A
643-BAS11704;;99471;iPad mini 4 Cellular;128;Grey;Grade C
643-GOL11700;;99470;iPad mini 4 Cellular;128;Gold;Grade C
643-BAS11705;;99473;iPad mini 4 Cellular;16;Grey;Grade C
643-GOL11712;;100072;iPad mini 4 Cellular;128;Gold;Grade B
643-GOL11724;;100071;iPad mini 4 Cellular;128;Gold;Grade A
643-ECO11692;;100081;iPad mini 4 Cellular;128;Grey;Grade D
643-GOL11702;;99479;iPad mini 4 Cellular;32;Gold;Grade C
643-ECO11684;;80695;iPad mini 4 Cellular;128;Silver;Grade D
643-GOL11688;;100073;iPad mini 4 Cellular;128;Gold;Grade D
643-GOL11702;;100098;iPad mini 4 Cellular;32;Gold;Grade D
643-ECO11693;;100090;iPad mini 4 Cellular;16;Grey;Grade D
643-MED11717;;100080;iPad mini 4 Cellular;16;Grey;Grade B
643-GOL11714;;100097;iPad mini 4 Cellular;32;Gold;Grade B
643-PRE11728;;100079;iPad mini 4 Cellular;128;Grey;Grade A
643-BAS11697;;80696;iPad mini 4 Cellular;128;Silver;Grade C
643-BAS11697;;99476;iPad mini 4 Cellular;16;Silver;Grade C
643-ECO11685;;100094;iPad mini 4 Cellular;16;Silver;Grade D
643-GOL11689;;96570;iPad mini 4 Cellular;16;Gold;Grade D
643-GOL11701;;96569;iPad mini 4 Cellular;16;Gold;Grade C
643-GOL11713;;96568;iPad mini 4 Cellular;16;Gold;Grade B
643-GOL11725;;96567;iPad mini 4 Cellular;16;Gold;Grade A
643-GOL11726;;100096;iPad mini 4 Cellular;32;Gold;Grade A
643-MED11709;;80701;iPad mini 4 Cellular;128;Silver;Grade B
643-PRE11721;;80702;iPad mini 4 Cellular;128;Silver;Grade A
643-PRE11721;;99475;iPad mini 4 Cellular;16;Silver;Grade B
643-PRE11721;;100093;iPad mini 4 Cellular;16;Silver;Grade A
643-PRE11729;;100089;iPad mini 4 Cellular;16;Grey;Grade A
126-GOL10656;;80883;iPad mini 4 Wifi;64;Gold;Grade B
126-ECO10626;;80891;iPad mini 4 Wifi;16;Silver;Grade D
126-ECO10633;;80861;iPad mini 4 Wifi;128;Grey;Grade D
126-GOL10629;;80855;iPad mini 4 Wifi;128;Gold;Grade D
126-ECO10625;;80850;iPad mini 4 Wifi;128;Silver;Grade D
126-GOL10632;;80880;iPad mini 4 Wifi;64;Gold;Grade D
126-ECO10634;;80902;iPad mini 4 Wifi;16;Grey;Grade D
126-GOL10630;;80860;iPad mini 4 Wifi;16;Gold;Grade D
126-GOL10665;;80858;iPad mini 4 Wifi;128;Gold;Grade A
126-GOL10631;;80882;iPad mini 4 Wifi;32;Gold;Grade D
126-BAS10640;;80873;iPad mini 4 Wifi;64;Silver;Grade C
126-ECO10627;;80898;iPad mini 4 Wifi;32;Silver;Grade D
126-ECO10628;;80871;iPad mini 4 Wifi;64;Silver;Grade D
126-ECO10635;;80890;iPad mini 4 Wifi;32;Grey;Grade D
126-ECO10636;;80866;iPad mini 4 Wifi;64;Grey;Grade D
126-GOL10666;;80878;iPad mini 4 Wifi;16;Gold;Grade A
126-GOL10667;;80888;iPad mini 4 Wifi;32;Gold;Grade A
126-GOL10668;;80884;iPad mini 4 Wifi;64;Gold;Grade A
126-MED10651;;80903;iPad mini 4 Wifi;32;Silver;Grade B
126-MED10652;;80875;iPad mini 4 Wifi;64;Silver;Grade B
126-MED10658;;80907;iPad mini 4 Wifi;16;Grey;Grade B
126-MED10660;;80868;iPad mini 4 Wifi;64;Grey;Grade B
126-PRE10661;;80853;iPad mini 4 Wifi;128;Silver;Grade A
126-PRE10662;;80899;iPad mini 4 Wifi;16;Silver;Grade A
126-PRE10663;;80904;iPad mini 4 Wifi;32;Silver;Grade A
126-PRE10664;;80876;iPad mini 4 Wifi;64;Silver;Grade A
126-PRE10670;;80908;iPad mini 4 Wifi;16;Grey;Grade A
126-PRE10671;;80894;iPad mini 4 Wifi;32;Grey;Grade A
126-PRE10672;;80869;iPad mini 4 Wifi;64;Grey;Grade A
124-BAS9149;;80077;iPad mini Cellular;32;Silver;Grade C
124-BAS9150;;80087;iPad mini Cellular;64;Silver;Grade C
124-BAS9151;;80062;iPad mini Cellular;16;Black;Grade C
124-BAS9152;;80072;iPad mini Cellular;32;Black;Grade C
124-BAS9153;;80082;iPad mini Cellular;64;Black;Grade C
124-ECO9154;;80067;iPad mini Cellular;16;Silver;Grade D
124-ECO9155;;80078;iPad mini Cellular;32;Silver;Grade D
124-ECO9156;;80088;iPad mini Cellular;64;Silver;Grade D
124-ECO9157;;80063;iPad mini Cellular;16;Black;Grade D
124-ECO9158;;80073;iPad mini Cellular;32;Black;Grade D
124-ECO9159;;80083;iPad mini Cellular;64;Black;Grade D
124-MED9142;;80066;iPad mini Cellular;16;Silver;Grade B
124-MED9143;;80076;iPad mini Cellular;32;Silver;Grade B
124-MED9144;;80086;iPad mini Cellular;64;Silver;Grade B
124-MED9145;;80061;iPad mini Cellular;16;Black;Grade B
124-MED9146;;80071;iPad mini Cellular;32;Black;Grade B
124-MED9147;;80081;iPad mini Cellular;64;Black;Grade B
124-PRE9136;;80065;iPad mini Cellular;16;Silver;Grade A
124-PRE9137;;80075;iPad mini Cellular;32;Silver;Grade A
124-PRE9138;;80085;iPad mini Cellular;64;Silver;Grade A
124-PRE9139;;80060;iPad mini Cellular;16;Black;Grade A
124-PRE9140;;80070;iPad mini Cellular;32;Black;Grade A
124-PRE9141;;80080;iPad mini Cellular;64;Black;Grade A
74-BAS7619;;80561;iPad mini Wifi;16;Silver;Grade C
128-GOL9726;;80944;Ipad Pro 12.9 1st generation (2015) Wifi;128;Gold;Grade A
128-BAS9678;;80912;Ipad Pro 12.9 1st generation (2015) Wifi;16;Silver;Grade C
128-BAS9679;;80927;Ipad Pro 12.9 1st generation (2015) Wifi;32;Silver;Grade C
128-BAS9680;;80936;Ipad Pro 12.9 1st generation (2015) Wifi;64;Silver;Grade C
128-BAS9681;;80945;Ipad Pro 12.9 1st generation (2015) Wifi;128;Silver;Grade C
128-BAS9682;;80952;Ipad Pro 12.9 1st generation (2015) Wifi;256;Silver;Grade C
128-BAS9688;;80962;Ipad Pro 12.9 1st generation (2015) Wifi;16;Grey;Grade C
128-BAS9689;;80971;Ipad Pro 12.9 1st generation (2015) Wifi;32;Grey;Grade C
128-BAS9690;;80974;Ipad Pro 12.9 1st generation (2015) Wifi;64;Grey;Grade C
128-BAS9691;;80981;Ipad Pro 12.9 1st generation (2015) Wifi;128;Grey;Grade C
128-BAS9692;;80967;Ipad Pro 12.9 1st generation (2015) Wifi;256;Grey;Grade C
128-ECO9658;;80910;Ipad Pro 12.9 1st generation (2015) Wifi;16;Silver;Grade D
128-ECO9659;;80911;Ipad Pro 12.9 1st generation (2015) Wifi;32;Silver;Grade D
128-ECO9660;;80934;Ipad Pro 12.9 1st generation (2015) Wifi;64;Silver;Grade D
128-ECO9661;;80943;Ipad Pro 12.9 1st generation (2015) Wifi;128;Silver;Grade D
128-ECO9662;;80951;Ipad Pro 12.9 1st generation (2015) Wifi;256;Silver;Grade D
128-ECO9668;;80961;Ipad Pro 12.9 1st generation (2015) Wifi;16;Grey;Grade D
128-ECO9669;;80970;Ipad Pro 12.9 1st generation (2015) Wifi;32;Grey;Grade D
128-ECO9670;;80972;Ipad Pro 12.9 1st generation (2015) Wifi;64;Grey;Grade D
128-ECO9671;;80980;Ipad Pro 12.9 1st generation (2015) Wifi;128;Grey;Grade D
128-ECO9672;;80960;Ipad Pro 12.9 1st generation (2015) Wifi;256;Grey;Grade D
128-GOL9663;;80915;Ipad Pro 12.9 1st generation (2015) Wifi;16;Gold;Grade D
128-GOL9664;;80921;Ipad Pro 12.9 1st generation (2015) Wifi;32;Gold;Grade D
128-GOL9665;;80926;Ipad Pro 12.9 1st generation (2015) Wifi;64;Gold;Grade D
128-GOL9666;;80939;Ipad Pro 12.9 1st generation (2015) Wifi;128;Gold;Grade D
128-GOL9667;;80950;Ipad Pro 12.9 1st generation (2015) Wifi;256;Gold;Grade D
128-GOL9683;;80916;Ipad Pro 12.9 1st generation (2015) Wifi;16;Gold;Grade C
128-GOL9684;;80922;Ipad Pro 12.9 1st generation (2015) Wifi;32;Gold;Grade C
128-GOL9685;;80929;Ipad Pro 12.9 1st generation (2015) Wifi;64;Gold;Grade C
128-GOL9686;;80941;Ipad Pro 12.9 1st generation (2015) Wifi;128;Gold;Grade C
128-GOL9687;;80955;Ipad Pro 12.9 1st generation (2015) Wifi;256;Gold;Grade C
128-GOL9703;;80918;Ipad Pro 12.9 1st generation (2015) Wifi;16;Gold;Grade B
128-GOL9704;;80923;Ipad Pro 12.9 1st generation (2015) Wifi;32;Gold;Grade B
128-GOL9705;;80932;Ipad Pro 12.9 1st generation (2015) Wifi;64;Gold;Grade B
128-GOL9706;;80942;Ipad Pro 12.9 1st generation (2015) Wifi;128;Gold;Grade B
128-GOL9707;;80956;Ipad Pro 12.9 1st generation (2015) Wifi;256;Gold;Grade B
128-GOL9723;;80919;Ipad Pro 12.9 1st generation (2015) Wifi;16;Gold;Grade A
128-GOL9724;;80924;Ipad Pro 12.9 1st generation (2015) Wifi;32;Gold;Grade A
128-GOL9725;;80933;Ipad Pro 12.9 1st generation (2015) Wifi;64;Gold;Grade A
128-GOL9727;;80958;Ipad Pro 12.9 1st generation (2015) Wifi;256;Gold;Grade A
128-MED9698;;80913;Ipad Pro 12.9 1st generation (2015) Wifi;16;Silver;Grade B
128-MED9699;;80928;Ipad Pro 12.9 1st generation (2015) Wifi;32;Silver;Grade B
128-MED9700;;80937;Ipad Pro 12.9 1st generation (2015) Wifi;64;Silver;Grade B
128-MED9701;;80946;Ipad Pro 12.9 1st generation (2015) Wifi;128;Silver;Grade B
128-MED9702;;80953;Ipad Pro 12.9 1st generation (2015) Wifi;256;Silver;Grade B
128-MED9708;;80964;Ipad Pro 12.9 1st generation (2015) Wifi;16;Grey;Grade B
128-MED9709;;80973;Ipad Pro 12.9 1st generation (2015) Wifi;32;Grey;Grade B
128-MED9710;;80975;Ipad Pro 12.9 1st generation (2015) Wifi;64;Grey;Grade B
128-MED9711;;80982;Ipad Pro 12.9 1st generation (2015) Wifi;128;Grey;Grade B
128-MED9712;;80963;Ipad Pro 12.9 1st generation (2015) Wifi;256;Grey;Grade B
128-PRE9718;;80914;Ipad Pro 12.9 1st generation (2015) Wifi;16;Silver;Grade A
128-PRE9719;;80930;Ipad Pro 12.9 1st generation (2015) Wifi;32;Silver;Grade A
128-PRE9720;;80938;Ipad Pro 12.9 1st generation (2015) Wifi;64;Silver;Grade A
128-PRE9721;;80947;Ipad Pro 12.9 1st generation (2015) Wifi;128;Silver;Grade A
128-PRE9722;;80954;Ipad Pro 12.9 1st generation (2015) Wifi;256;Silver;Grade A
